Animal_Name,Wali_Score_Onset,Wali_Score_Bout,Wali_Score_Running_into_Itself,VK_Score_Onset,VK_Score_Bout,VK_Score_Running_into_Itself,T1sum5minavg,T1_sum60min,T1_baselineavg,T1_30avg,T1_respbaseline,T2sum5minavg,T2_sum60min,T2_baselineavg,T2_30avg,T2_respbaseline,T1_TotalDist,T1_PercentCornerDist,T1_PercentPeripheralDist,T1_PercentCenterDist,T1_PercentCornerTime,T1_PercentPeripheralTime,T1_PercentCenterTime,T2_TotalDist,T2_PercentCornerDist,T2_PercentPeripheralDist,T2_PercentCenterDist,T2_PercentCornerTime,T2_PercentPeripheralTime,T2_PercentCenterTime,DD0Tau1ChiSq,DD0Power1,DD0Signif1,DD0PowerFFT,DD0Tau2ChiSq,DD0Power2,DD0signif2,DD0TauFFT,DD0AvgCounts,DD0Lightcounts,DD0DarkCounts,DD0TotalCounts,DD0Lightcounts,DD0Alpha,DD1Tau1ChiSq,DD1Power1,DD1Signif1,DD1PowerFFT,DD1Tau2ChiSq,DD1Power2,DD1Signif2,DD1TauFFT,DD1AvgCounts,DD1Lightcounts,DD1DarkCounts,DD1TotalCounts,DD1percentLightcounts,DD1Alpha,DD2Tau1ChiSq,DD2Power1,DD2Signif1,DD2PowerFFT,DD2Tau2ChiSq,DD2Power2,DD2Signif2,DD2TauFFT,DD2AvgCounts,DD2Lightcounts,DD2DarkCounts,DD2TotalCounts,DD2percentLightcounts,DD2Alpha,DDMAP0Tau1ChiSq,DDMAP0Power1,DDMAP0Signif1,DDMAP0PowerFFT,DDMAP0Tau2ChiSq,DDMAP0Power2,DDMAP0Signif2,DDMAP0TauFFT,DDMAP0AvgCounts,DDMAP0Lightcounts,DDMAP0DarkCounts,DDMAP0TotalCounts,DDMAP0percentLightcounts,DDMAP0Alpha,DDMAP1Tau1ChiSq,DDMAP1Power1,DDMAP1Signif1,DDMAP1PowerFFT,DDMAP1Tau2ChiSq,DDMAP1Power2,DDMAP1Signif2,DDMAP1TauFFT,DDMAP1AvgCounts,DDMAP1Lightcounts,DDMAP1DarkCounts,DDMAP1TotalCounts,DDMAP1percentLightcounts,DDMAP1Alpha,DDMAP2Tau1ChiSq,DDMAP2Power1,DDMAP2Signif1,DDMAP2PowerFFT,DDMAP2Tau2ChiSq,DDMAP2Power2,DDMAP2Signif2,DDMAP2TauFFT,DDMAP2AvgCounts,DDMAP2Lightcounts,DDMAP2DarkCounts,DDMAP2TotalCounts,DDMAP2percentLightcounts,DDMAP2Alpha,DDMAP3Tau1ChiSq,DDMAP3Power1,DDMAP3Signif1,DDMAP3PowerFFT,DDMAP3Tau2ChiSq,DDMAP3Power2,DDMAP3Signif2,DDMAP3TauFFT,DDMAP3AvgCounts,DDMAP3Lightcounts,DDMAP3DarkCounts,DDMAP3TotalCounts,DDMAP3percentLightcounts,DDMAP3Alpha,DDMAP4Tau1ChiSq,DDMAP4Power1,DDMAP4Signif1,DDMAP4PowerFFT,DDMAP4Tau2ChiSq,DDMAP4Power2,DDMAP4Signif2,DDMAP4TauFFT,DDMAP4AvgCounts,DDMAP4Lightcounts,DDMAP4DarkCounts,DDMAP4TotalCounts,DDMAP4percentLightcounts,DDMAP4Alpha,DDMAP5Tau1ChiSq,DDMAP5Power1,DDMAP5Signif1,DDMAP5PowerFFT,DDMAP5Tau2ChiSq,DDMAP5Power2,DDMAP5Signif2,DDMAP5TauFFT,DDMAP5AvgCounts,DDMAP5Lightcounts,DDMAP5DarkCounts,DDMAP5TotalCounts,DDMAP5percentLightcounts,DDMAP5Alpha,LDTau1ChiSq,LDPower1,LDSignif1,LDPowerFFT,LDTau2ChiSq,LDPower2,LDSignif2,LDTauFFT,LDAvgCounts,LDLightcounts,LDDarkCounts,LDTotalCounts,LDpercentLightcounts,LDAlpha
WT209G3N2F20238,1,1,0,1,2,0,6491.6,9500.8,625.4545455,1081.7,456.2454545,8422.2,11622.2,377.4545455,1381.1,1003.645455,11472.2,15.4,61.4,38.6,27.1,71.1,28.9,7504.6,15,62.3,37.7,28.8,68.3,31.7,23.8,3499.351,311.184,0.224,11.9,681.528,172.464,0.042,27.506,294.045,39314.455,39608.5,0.742,9.655,23.9,1542.195,312.325,0.2,11.9,268.543,172.464,0.042,25.586,422.3,36422,36844.3,1.146,12.96,23.8,1801.892,311.184,0.242,11.9,385.765,172.464,0.042,28.824,224.6,41282,41506.6,0.541,10.26,23.9,4877.031,312.325,0.201,23.2,390.098,304.329,0.042,35.318,147.271,50711.25,50858.521,0.29,2.21,23.8,1259.096,311.184,0.165,11.9,235.539,172.464,0.042,36.325,203.3,52105.1,52308.4,0.389,3.32,23.9,1434.416,312.325,0.211,12,139.69,173.663,0.042,41.791,187.3,59992,60179.3,0.311,2.9,24.3,1366.409,316.888,0.225,22.6,242.99,297.464,0.042,36.59,66.5,52622.5,52689,0.126,5.72,23.7,1154.571,310.042,0.199,25.5,286.687,330.548,0.042,33.977,204.8,48721.5,48926.3,0.419,5.66,23.9,824.635,312.325,0.207,27.1,326.022,348.702,0.042,26.057,56.25,37466.125,37522.375,0.15,0.438,23.9,1371.654,312.325,0.142,12,192.273,173.663,0.042,18.524,214.5,26460.571,26675.071,0.804,9.407
WT209G3N2F20239,1,1,0,2,2,0,5195,8589.6,529.6363636,865.9333333,336.2969697,4920.2,6718.6,306.2727273,737.2666667,430.9939394,8798.7,15.1,64.3,35.7,24.6,72.8,27.2,6091.5,11.4,53.8,46.2,16.1,59.2,40.8,23.7,3133.522,310.042,0.198,15.8,258.794,218.711,0.042,30.532,274.19,43691.524,43965.714,0.624,7.705,23.8,1613.794,311.184,0.21,16,198.017,221.057,0.042,31.293,370.2,44691.9,45062.1,0.822,11.02,23.7,1537.203,310.042,0.196,11.8,149.103,171.263,0.042,30.697,199.8,44004.4,44204.2,0.452,3.87,24,2418.708,313.466,0.11,13.1,89.457,186.806,0.042,19.958,182.298,28557.383,28739.681,0.634,5.587,23.9,1132.598,312.325,0.185,12,139.853,173.663,0.042,34.3,309.3,49082.8,49392.1,0.626,9.45,23.9,1489.305,312.325,0.225,22.3,245.854,294.027,0.042,38.405,331.4,54971.4,55302.8,0.599,8.51,24.1,626.502,314.607,0.083,26.4,323.434,340.767,0.042,18.553,206.7,26509.7,26716.4,0.774,7.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,338.988,312.325,0.013,26.3,362.849,339.633,0.012,0.722,13.429,1025.714,1039.143,1.292,2.557,23.9,1425.638,312.325,0.241,26.2,266.865,338.498,0.042,16.626,169.7,23771.1,23940.8,0.709,12.23
WT209G3N2F20240,2,1,0,3,2,0,7361.8,11129.4,532.0909091,1211.533333,679.4424242,8226.4,11942.8,522.3636364,1309.866667,787.5030303,8552.9,16,64.5,35.5,21.1,68.1,31.9,8950.3,14.8,59.9,40.1,21.8,70.3,29.7,23.8,3211.729,311.184,0.217,11.9,191.613,172.464,0.042,32.966,362.571,47108.286,47470.857,0.764,12.31,23.8,1564.358,311.184,0.232,11.9,119.942,172.464,0.042,31.331,419.5,44697.6,45117.1,0.93,13.83,23.7,1596.42,310.042,0.203,11.8,115.456,171.263,0.042,34.163,341.6,48852.8,49194.4,0.694,10.75,24.1,5913.638,314.607,0.25,23.3,458.614,305.473,0.042,34.345,86.383,49370.191,49456.574,0.175,3.589,23.8,1086.847,311.184,0.132,20.9,272.858,277.947,0.042,31.128,76.1,44748,44824.1,0.17,4.9,23.9,1825.466,312.325,0.283,22.3,236.458,294.027,0.042,40.322,0,58064.3,58064.3,0,11.95,23.9,1686.027,312.325,0.273,22.4,213.14,295.173,0.042,38.5,0,55440.7,55440.7,0,10.86,23.9,1724.481,312.325,0.26,26,251.958,336.228,0.042,38.202,202.7,54808,55010.7,0.368,7.64,23.9,545.608,312.325,0.177,21.8,288.388,288.292,0.042,18.954,181.714,27112.714,27294.429,0.666,4.571,23.9,1512.999,312.325,0.239,22.2,265.859,292.881,0.042,21.947,252.9,31350.9,31603.8,0.8,13.86
WT209G3N2F20241,1,3,1,2,2,1,6810.6,10895,640.8181818,1120.866667,480.0484848,7419,10606,480.6363636,1171.966667,691.330303,9381.2,15.7,62.8,37.2,22.4,69.9,30.1,7954.2,13,58.6,41.4,20.6,68.4,31.6,23.7,2845.609,310.042,0.191,15.8,297.69,218.711,0.042,28.345,285.19,40532.238,40817.429,0.699,8.595,23.8,1581.883,311.184,0.198,16,190.267,221.057,0.042,30.772,326.1,43984.9,44311,0.736,12.24,23.6,1338.737,308.9,0.197,11.8,140.82,171.263,0.042,26.493,260.6,37888.7,38149.3,0.683,4.73,23.8,1330.139,311.184,0.041,25.2,436.783,327.136,0.039,15.431,63.681,22156.468,22220.149,0.287,3.011,23.5,786.534,307.758,0.064,11.7,238.486,170.062,0.042,8.682,0.4,12502.4,12502.8,0.003,3.25,23.7,506.123,310.042,0.037,22.6,323.041,297.464,0.042,7.79,0,11217,11217,0,9.05,26.4,517.979,340.767,0.064,22.7,301.793,298.609,0.037,11.528,52,16547.9,16599.9,0.313,2.16,23.9,916.496,312.325,0.13,22.1,270.885,291.734,0.042,29.897,128.2,42923,43051.2,0.298,1.67,31.5,545.958,398.318,0.118,28.6,354.395,365.664,0.036,20.897,169.571,29921.571,30091.143,0.564,1.943,23.9,1644.018,312.325,0.28,21.9,247.938,289.44,0.042,17.592,183,25149,25332,0.722,11.14
WT209G3N2F20242,1,3,1,1,3,1,4971.8,8653,569.2727273,826.8333333,257.5606061,5759.6,9681.4,445.1818182,964.2666667,519.0848485,8533,15.1,57.3,42.7,21.3,63.8,36.2,8044.4,18.2,65.3,34.7,30.2,75.3,24.7,23.7,3450.316,310.042,0.215,15.8,272.861,218.711,0.042,32.935,329.857,47097.048,47426.905,0.696,9.229,23.8,1583.767,311.184,0.218,16,166.124,221.057,0.042,31.657,481.6,45103.8,45585.4,1.056,12.11,23.7,1861.984,310.042,0.256,11.8,153.764,171.263,0.042,34.8,210.5,49901.5,50112,0.42,6.07,23.8,2145.597,311.184,0.112,25.6,559.502,331.684,0.042,23.896,75.809,34334.34,34410.149,0.22,7.438,23.5,721.776,307.758,0.07,11.8,289.403,171.263,0.042,14.965,139.8,21410,21549.8,0.649,3.08,23.9,782.942,312.325,0.127,22.1,264.097,291.734,0.042,17.66,1.7,25428.7,25430.4,0.007,8.49,23.8,1005.951,311.184,0.198,26.7,395.13,344.169,0.042,30.569,0,44019.5,44019.5,0,11.14,23.5,494.401,307.758,0.107,12.2,156.836,176.06,0.021,28.865,178,41387.9,41565.9,0.428,5.81,25,557.594,324.861,0.157,22.7,278.384,298.609,0.042,28.931,52.571,41607.571,41660.143,0.126,9.2,23.9,1268.447,312.325,0.234,26.7,321.353,344.169,0.042,20.089,191,28736.7,28927.7,0.66,11.92
WT209G3N2F20243,0,3,1,0,2,1,8418.2,13335.6,611.5454545,1412.533333,800.9878788,8549.6,13543,601.3636364,1441.7,840.3363636,9974.4,15.1,64.4,35.6,24.7,68.1,31.9,10084.8,16.6,71.5,28.5,30.6,80.8,19.2,23.7,1436.518,310.042,0.093,15.8,251.024,218.711,0.042,13.212,109.286,18915.333,19024.619,0.574,9.252,23.8,832.825,311.184,0.056,20.9,311.05,277.947,0.042,14.963,161.2,21385.3,21546.5,0.748,9.64,23.6,762.457,308.9,0.084,11.8,186.78,171.263,0.042,12.358,60.5,17734.9,17795.4,0.34,10.2,23.8,2572.469,311.184,0.157,25.2,671.785,327.136,0.042,22.6,55.362,32488.362,32543.723,0.17,4.287,23.8,914.386,311.184,0.177,25.7,273.459,332.821,0.042,26.086,100.8,37463.1,37563.9,0.268,3.8,23.9,1592.055,312.325,0.233,11.8,108.808,171.263,0.042,27.887,2.2,40154.7,40156.9,0.005,11.75,23.9,1281.218,312.325,0.191,11.7,137.141,170.062,0.042,22.609,1.6,32555.2,32556.8,0.005,10.13,25.3,701.007,328.274,0.054,30.1,400.916,382.576,0.037,19.131,155.6,27392.6,27548.2,0.565,2.07,24.7,821.695,321.445,0.162,12.5,213.175,179.649,0.042,15.01,0,21613.857,21613.857,0,5.914,23.9,1139.338,312.325,0.11,12.1,224.794,174.862,0.042,11.736,110.1,16789.5,16899.6,0.651,11.74
WT209G3N2F20244,1,2,1,1,3,1,2052,3515.8,366.5454545,341.9,-24.64545455,5632.6,7988.4,404,956.2666667,552.2666667,7126.7,20.9,71.4,28.6,27,66.9,33.1,6312.2,24,76.3,23.7,49.7,87.9,12.1,23.6,3227.928,308.9,0.184,11.8,426.617,171.263,0.042,24.053,155.619,34480.524,34636.143,0.449,3.229,23.8,1607.961,311.184,0.198,11.9,244.909,172.464,0.042,22.373,298.7,31917.8,32216.5,0.927,10.37,23.6,1628.742,308.9,0.191,11.8,236.813,171.263,0.042,25.445,28.1,36612,36640.1,0.077,2.72,23.9,1292.204,312.325,0.083,22.8,1033.156,299.754,0.002,15.407,49.191,22136.617,22185.809,0.222,4.691,23.6,1602.361,308.9,0.23,15.7,218.062,217.537,0.042,30.706,0.3,44216.9,44217.2,0.001,11.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.7,731.869,310.042,0.131,25.9,312.962,335.092,0.042,17.325,44.2,24903.9,24948.1,0.177,6.13,25.2,448.808,327.136,0.068,10.6,161.071,156.79,0.013,18.346,186.7,26232.1,26418.8,0.707,4.38,15.2,298.778,211.66,0.073,33.1,489.253,416.262,0.012,8.605,0,12391.714,12391.714,0,0.571,23.9,1099.742,312.325,0.138,21.6,258.699,285.996,0.042,12.271,123.6,17546,17669.6,0.7,11.62
WT209G3N2F20245,0,1,0,1,x,0,4298.4,7605.4,440.6363636,730.9666667,290.330303,3916.4,5273.8,219.3636364,606.2666667,386.9030303,6663.6,15.9,62.9,37.1,35.4,77.2,22.8,4643.8,14.6,72.9,27.1,21.6,78.4,21.6,24.1,477.542,314.607,0.015,28.9,421.838,369.051,0.006,2.029,14.619,2907.476,2922.095,0.5,1.443,23.5,323.629,307.758,0.024,13.5,205.807,191.562,0.021,1.161,0.1,1672,1672.1,0.006,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,1631.234,313.466,0.069,12.2,240.187,176.06,0.042,8.009,3.872,11529.66,11533.532,0.034,2.374,23.9,347.636,312.325,0.034,16.8,227.765,230.421,0.058,2.947,18.2,4225.9,4244.1,0.429,2.78,23.8,788.787,311.184,0.066,20.8,268.613,276.796,0.042,13.052,0,18795.2,18795.2,0,4.16,23.9,577.914,312.325,0.057,15.7,265.875,217.537,0.042,11.34,0,16330,16330,0,4.46,24.4,836.933,318.027,0.068,12.2,216.005,176.06,0.042,7.266,0,10463.6,10463.6,0,5.37,23,364.835,302.042,0.062,21.4,328.983,283.698,0.03,4.34,0,6249.571,6249.571,0,0.071,23.9,546.886,312.325,0.031,11.9,291.886,172.464,0.083,1.334,0,1920.6,1920.6,0,5.34
WT209G3N2F20246,1,1,0,1,2,0,5619.6,8913.4,555.3636364,945.2,389.8363636,2763.2,4133.4,284.6363636,416.1666667,131.530303,9001.5,18.6,69.4,30.6,31.4,75.6,24.4,6014.9,21.4,71.9,28.1,44.6,83.4,16.6,23.6,2336.982,308.9,0.117,15.7,436.543,217.537,0.042,21.888,195.524,31323.571,31519.095,0.62,7.962,23.7,1234.934,310.042,0.168,11.9,221.598,172.464,0.042,20.429,267.3,29150.7,29418,0.909,14.51,23.5,1326.035,307.758,0.166,15.7,325.905,217.537,0.042,23.237,141.8,33319.9,33461.7,0.424,3.18,23.8,4521.063,311.184,0.107,11.9,420.584,172.464,0.042,26.882,1.447,38708.17,38709.617,0.004,8.57,23.7,1108.924,310.042,0.111,11.9,294.858,172.464,0.042,27.998,6.1,40311.7,40317.8,0.015,5.15,23.9,1472.062,312.325,0.218,12.1,249.998,174.862,0.042,28.952,0.7,41689.5,41690.2,0.002,9.81,23.8,1141.593,311.184,0.089,11.9,409.047,172.464,0.083,24.382,0,35110.5,35110.5,0,8.24,23.5,1348.745,307.758,0.224,25.5,281.471,330.548,0.042,30.546,0,43986,43986,0,10.9,23.9,750.927,312.325,0.165,27.2,326.568,349.834,0.042,20.665,0,29758.143,29758.143,0,8.829,23.9,927.593,312.325,0.091,12.1,168.074,174.862,0.042,11.35,56.1,16288,16344.1,0.343,4.72
WT209G3N2F20247,1,0,0,2,0,0,6426,10281.2,638.9090909,1059.233333,420.3242424,6684.6,10996.4,611.9090909,1063.733333,451.8242424,10537.1,16.7,67.3,32.7,28.7,76.1,23.9,10154.8,17.5,77.7,22.3,28.9,83.2,16.8,23.6,2483.417,308.9,0.138,11.8,339.375,171.263,0.042,19.601,133.238,28091.762,28225,0.472,4.8,23.7,1278.606,310.042,0.152,11.8,238.469,171.263,0.042,18.9,195.3,27020,27215.3,0.718,8.51,23.5,1335.187,307.758,0.146,15.7,332.685,217.537,0.042,20.006,84.5,28724.3,28808.8,0.293,2.86,23.9,5195.91,312.325,0.175,24.7,418.631,321.445,0.042,27.285,0.298,39290.34,39290.638,0.001,9.802,23.8,1448.34,311.184,0.185,15.9,185.102,219.885,0.042,33.068,0,47618.5,47618.5,0,6.33,23.9,1478.183,312.325,0.178,20.8,276.621,276.796,0.042,31.555,1.1,45438.8,45439.9,0.002,12.73,23.9,1447.35,312.325,0.168,11.8,124.081,171.263,0.042,27.202,0,39171,39171,0,11.48,23.9,1285.984,312.325,0.177,25.9,282.584,335.092,0.042,26.619,0.3,38331,38331.3,0.001,11.57,23.9,676.227,312.325,0.113,22.1,277.479,291.734,0.042,13.993,0,20150.429,20150.429,0,5.657,23.9,1185.26,312.325,0.142,12,243.202,173.663,0.042,11.995,74.4,17198.2,17272.6,0.431,7.49
WT209G3N2F20248,2,3,1,2,3,1,5912.6,9611,748.2727273,985.8666667,237.5939394,6398,9429,372.4545455,1053.433333,680.9787879,11053.7,12.3,55,45,23,67.1,32.9,6390.5,19,74.9,25.1,33.1,82.4,17.6,23.6,2459.681,308.9,0.105,11.8,512.161,171.263,0.042,24.941,123.667,35790.762,35914.429,0.344,0.452,23.5,1339.971,307.758,0.171,11.8,315.527,171.263,0.042,25.35,148.9,36355,36503.9,0.408,1.86,23.6,1289.299,308.9,0.089,11.8,298.819,171.263,0.042,24.705,110.8,35464.9,35575.7,0.311,3.62,26.8,2002.283,345.303,0.104,23.8,1062.993,311.184,0.037,30.779,93.319,44228.255,44321.574,0.211,0.691,24.3,994.366,316.888,0.188,26.7,326.237,344.169,0.042,33.717,11.6,48540.8,48552.4,0.024,1.09,26.6,1047.75,343.036,0.207,28.8,346.777,367.922,0.037,33.91,157.9,48673.2,48831.1,0.323,4.27,26.5,985.022,341.902,0.14,28.4,339.206,363.406,0.037,30.548,90.2,43899.3,43989.5,0.205,2.25,27.3,1118.621,350.967,0.156,23.6,332.157,308.9,0.037,33.667,134.3,48346.9,48481.2,0.277,3.29,23.9,537.054,312.325,0.092,27.9,368.638,357.755,0.036,18.311,63.714,26303.714,26367.429,0.242,1.271,23.9,1224.592,312.325,0.152,11.9,229.231,172.464,0.042,13.963,151.3,19955.1,20106.4,0.752,7.94
WT209G3N2F20249,1,1,0,2,1,0,1740.4,3330.6,384,319.2333333,-64.76666667,1532.8,2943.2,400.1818182,276.1666667,-124.0151515,5964.8,21.9,68.9,31.1,39.8,81.7,18.3,5241.6,25.8,78.2,21.8,54.4,87.5,12.5,23.7,2704.166,310.042,0.145,15.8,481.109,218.711,0.042,22.368,274.857,31935.095,32209.952,0.853,9.395,23.7,1448.982,310.042,0.15,15.8,274.376,218.711,0.042,21.2,323.2,30204.9,30528.1,1.059,12.76,23.6,1416.9,308.9,0.124,15.7,343.388,217.537,0.042,23.608,252.2,33743.3,33995.5,0.742,5.91,24,5681.845,313.466,0.216,24.8,490.912,322.584,0.042,26.925,6.447,38765.617,38772.064,0.017,7.438,23.7,1491.298,310.042,0.189,15.8,182.384,218.711,0.042,29.43,30,42349.4,42379.4,0.071,0.24,23.9,1640.185,312.325,0.227,12,103.446,173.663,0.042,31.686,0.2,45627,45627.2,0,11.84,23.9,1598.232,312.325,0.201,12,158.637,173.663,0.042,27.286,0,39291.2,39291.2,0,9.94,23.9,1455.469,312.325,0.211,12.1,107.834,174.862,0.042,27.906,0.1,40184.6,40184.7,0,10.44,23.8,878.061,311.184,0.152,27.3,336.162,350.967,0.042,14.629,0,21066,21066,0,4.257,23.9,1225.608,312.325,0.131,12,262.965,173.663,0.042,10.516,81.4,15061.7,15143.1,0.538,11.5
WT209G3N2F20250,1,1,0,1,1,0,8045.6,12483.8,722.3636364,1309,586.6363636,8882.2,12284.6,735.7272727,1372.066667,636.3393939,11696.4,15.3,63.8,36.2,23.1,70,30,11078.3,12.6,61,39,17,62.2,37.8,23.6,2824.638,308.9,0.185,11.8,209.839,171.263,0.042,29.993,183.619,43006.429,43190.048,0.425,3.367,23.7,1478.373,310.042,0.211,11.8,128.71,171.263,0.042,30.537,265.8,43707.8,43973.6,0.604,11.95,23.6,1349.751,308.9,0.204,11.8,124.856,171.263,0.042,28.905,119.8,41502.9,41622.7,0.288,3.86,23.8,5163.92,311.184,0.16,11.9,380.486,172.464,0.042,34.227,45.872,49240.426,49286.298,0.093,11.036,23.7,1683.918,310.042,0.232,15.8,213.948,218.711,0.042,39.061,0.4,56247.5,56247.9,0.001,13.31,23.8,1540.924,311.184,0.194,15.8,253.416,218.711,0.042,38.889,1,55999.3,56000.3,0.002,12.65,23.8,1232.006,311.184,0.175,11.9,203.747,172.464,0.042,34.972,0,50359,50359,0,12.8,23.9,1202.067,312.325,0.162,13.4,141.307,190.374,0.042,31.303,103.1,44972.8,45075.9,0.229,9.77,24.2,658.535,315.747,0.141,22.2,258.997,292.881,0.042,23.772,158.714,34073.429,34232.143,0.464,4.771,23.9,1740.71,312.325,0.28,11.9,162.134,172.464,0.042,17.777,222.8,25376.6,25599.4,0.87,14.96
WT209G3N2F20251,2,0,0,2,x,0,6554.8,10851,633.3636364,1096.533333,463.169697,7664.6,11441.2,699.5454545,1221.966667,522.4212121,11910.6,14.2,61,39,25.6,68.9,31.1,10910,15.2,69.3,30.7,27.3,76.7,23.3,23.8,3234.845,311.184,0.212,15.9,308.473,219.885,0.042,29.89,354.524,42686.81,43041.333,0.824,11.952,23.9,1769.824,312.325,0.239,16,134.652,221.057,0.042,29.737,386.8,42433.8,42820.6,0.903,11.82,23.9,1493.605,312.325,0.189,16,239.391,221.057,0.042,29.851,351.1,42633.7,42984.8,0.817,12.17,24,2079.903,313.466,0.07,25.3,410.482,328.274,0.042,13.6,121,19462.745,19583.745,0.618,5.972,23.9,1144.745,312.325,0.173,25.8,300.033,333.957,0.042,28.664,276.4,41000.4,41276.8,0.67,9.58,23.9,1012.131,312.325,0.113,12.1,152.978,174.862,0.042,20.189,146.5,28925.7,29072.2,0.504,9.18,24,515.617,313.466,0.075,25.6,354.87,331.684,0.042,8.224,54.5,11788.3,11842.8,0.46,4.17,24.1,355.468,314.607,0.004,23.7,320.275,310.042,0.042,0.109,0.7,156.6,157.3,0.445,2.28,23.9,344.681,312.325,0.126,32.7,414.429,411.78,0.036,9.618,129.429,13719.857,13849.286,0.935,4.086,23.9,1432.726,312.325,0.21,22.2,244.69,292.881,0.042,16.203,133.6,23198.5,23332.1,0.573,11.2
WT209G3N2F20252,0,1,0,0,3,0,8474.8,12346,685.0909091,1377.1,692.0090909,9710.6,14075.4,514.0909091,1525.766667,1011.675758,11937.6,15.7,58.7,41.3,25.1,64.3,35.7,9509.3,11.2,61,39,17.3,61.6,38.4,23.8,3249.645,311.184,0.252,15.9,245.932,219.885,0.042,33.715,342.333,48206.571,48548.905,0.705,12.514,23.8,1766.457,311.184,0.229,25.6,271.61,331.684,0.042,34.411,408.4,49143.3,49551.7,0.824,13.39,23.8,1494.639,311.184,0.245,15.8,197.6,218.711,0.042,33.508,306.4,47945.8,48252.2,0.635,11.45,23.9,4828.802,312.325,0.188,11.9,341.588,172.464,0.042,35.296,144.404,50681.638,50826.043,0.284,0.694,23.9,1554.526,312.325,0.221,12,205.93,173.663,0.042,43.705,314,62620.7,62934.7,0.499,9.44,23.9,1784.608,312.325,0.233,12,229.808,173.663,0.042,42.589,364.4,60963.5,61327.9,0.594,2.38,23.9,1548.533,312.325,0.232,12.1,147.486,174.862,0.042,41.635,0.3,59954,59954.3,0.001,3.63,23.9,770.965,312.325,0.089,11.7,147.608,170.062,0.008,30.685,0,44185.8,44185.8,0,5.46,-,-,-,0.138,-,-,-,0.012,10.397,0,14971,14971,0,1.757,23.9,1564.27,312.325,0.213,26,284.376,336.228,0.042,19.04,208.5,27209,27417.5,0.76,12.58
WT209G3N2F20253,1,3,1,2,2,0,3619.4,6069,302.1818182,596.9,294.7181818,5408.6,8759.4,429.5454545,899.9666667,470.4212121,6821.8,19.4,68.1,31.9,34.7,79.6,20.4,8291.6,17.6,72.6,27.4,28,79,21,23.4,2593.125,306.615,0.1,11.7,723.649,170.062,0.044,17.29,91.238,24806.952,24898.19,0.366,5.448,23.6,1569.62,308.9,0.114,11.8,541.68,171.263,0.042,19.073,162.2,27302.6,27464.8,0.591,4.1,23.2,1417.803,304.329,0.09,11.6,490.128,168.86,0.042,15.299,29.4,22001.1,22030.5,0.133,6.18,23.7,1984.556,310.042,0.17,12.1,474.023,174.862,0.042,25.102,189.872,35957.596,36147.468,0.525,1.111,23.5,1096.246,307.758,0.076,11.8,411.459,171.263,0.042,23.979,92.7,34437.7,34530.4,0.268,8.05,23.8,1007.24,311.184,0.177,11.8,271.116,171.263,0.042,27.288,249.3,39045,39294.3,0.634,9.54,23.9,1509.274,312.325,0.222,12.2,213.014,176.06,0.042,28.37,385.7,40466.5,40852.2,0.944,9.35,24.4,1331.155,318.027,0.14,12.1,455.28,174.862,0.042,26.846,117.1,38541.1,38658.2,0.303,7.2,23.8,666.669,311.184,0.128,28.4,350.073,363.406,0.042,16.427,68,23586.286,23654.286,0.287,2.257,23.9,1011.239,312.325,0.087,12.3,238.825,177.257,0.042,11.782,15.6,16950.7,16966.3,0.092,10.41
WT209G3N2F20254,1,1,0,3,1,0,7072.4,9032.4,481.5454545,1120.1,638.5545455,7548,9698.8,547,1185.6,638.6,8054.5,21.5,73.8,26.2,47,85.3,14.7,8965.8,18.8,74,26,38.9,83.7,16.3,23.8,2903.032,311.184,0.163,11.9,438.676,172.464,0.042,23.884,171.143,34221.524,34392.667,0.498,10.014,23.8,1659.446,311.184,0.191,11.9,309.776,172.464,0.042,25.281,213.3,36191.2,36404.5,0.586,11,23.8,1290.224,311.184,0.148,11.9,224.766,172.464,0.042,22.157,138.8,31767.2,31906,0.435,10.92,24.1,5469.01,314.607,0.189,23.3,535.645,305.473,0.042,31.985,301.66,45757.447,46059.106,0.655,8.955,23.9,1490.441,312.325,0.2,12,170.217,173.663,0.042,34.922,258.4,50029.4,50287.8,0.514,7.65,23.9,1499.943,312.325,0.199,12,133.055,173.663,0.042,37.63,388.7,53799,54187.7,0.717,5.83,23.9,1517.397,312.325,0.218,22.3,213.543,294.027,0.042,36.216,235.6,51916.1,52151.7,0.452,9.44,23.9,1612.008,312.325,0.239,11.9,232.658,172.464,0.042,29.482,333.2,42121.1,42454.3,0.785,14.12,23.9,660.609,312.325,0.163,28.1,348.929,360.016,0.042,17.258,288.429,24563.429,24851.857,1.161,7.214,23.9,1211.854,312.325,0.138,15.9,234.133,219.885,0.042,13.547,58.1,19449.6,19507.7,0.298,11.3
